RA,ANO,NOME,FASE,TURMA,GENERO,IDADE,ANO_INGRESSO,INSTITUICAO_ENSINO,ESCOLA,STATUS_ATIVO,PEDRA,INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,FASE_IDEAL,DEFASAGEM,PONTO_VIRADA,INDICADO_BOLSA,NOTA_MAT,NOTA_PORT,NOTA_ING,CG,CF,CT,QTDE_AVAL,REC_PSICO,DESTAQUE_IEG,DESTAQUE_IDA,DESTAQUE_IPV,FASE_IDEAL_NUM,FASE_NUM,IAA_FLAG_ZERO,IEG_FLAG_ZERO,IPS_FLAG_ZERO,IDA_FLAG_ZERO,IPV_FLAG_ZERO,IAN_FLAG_ZERO,INDE_OUTLIER,IAN_OUTLIER,IDA_OUTLIER,IEG_OUTLIER,IAA_OUTLIER,IPS_OUTLIER,IPP_OUTLIER,IPV_OUTLIER
RA-1484,2024,Aluno-1484,2L,2L,Feminino,14.0,2024,Pública,EE Maria André Schunck Dona,Cursando,Ametista,7.754200000000001,5.0,7.0,10.0,9.002,6.26,7.5,7.89,Fase 3 (7° e 8° ano),-1,,,5.0,9.0,,,,,3.0,,,,,3.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1485,2024,Aluno-1485,2L,2L,Masculino,13.0,2024,Pública,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Ágata,6.7386875776999995,5.0,5.0,7.7432712215,9.002,5.625,7.5,7.386666667,Fase 3 (7° e 8° ano),-1,,,5.0,5.0,,,,,3.0,,,,,3.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1486,2024,Aluno-1486,2L,2L,Masculino,11.0,2024,Pública,EE Maria André Schunck Dona,Cursando,Ágata,6.865474509900001,10.0,5.75,5.431372549,8.002,6.26,7.916666667,7.056666667,Fase 2 (5° e 6° ano),0,,,6.0,5.5,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-597,2024,Aluno-597,2L,2L,Masculino,11.0,2022,Pública,EE Maria André Schunck Dona,Cursando,Ametista,7.843291097300001,10.0,6.0,9.3271221535,9.002,7.51,7.5,6.883333333,Fase 2 (5° e 6° ano),0,,,5.0,7.0,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-624,2024,Aluno-624,2L,2L,Masculino,12.0,2022,Pública,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Ametista,7.229425672900001,10.0,4.0,8.219461698,8.002,7.51,7.916666667,7.213333333,Fase 2 (5° e 6° ano),0,,,8.0,0.0,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1487,2024,Aluno-1487,2L,2L,Feminino,13.0,2024,Pública,EE Maria André Schunck Dona,Cursando,Topázio,8.0267434782,5.0,8.25,9.5652173915,10.002,6.26,7.708333333,7.833333333,Fase 3 (7° e 8° ano),-1,,,7.0,9.5,,,,,3.0,,,,,3.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1488,2024,Aluno-1488,2L,2L,Feminino,11.0,2024,Pública,EE Maria André Schunck Dona,Cursando,Ágata,6.7668935818000016,10.0,3.5,7.111801242,8.002,7.51,7.5,6.716666667,Fase 2 (5° e 6° ano),0,,,7.0,0.0,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1489,2024,Aluno-1489,2L,2L,Masculino,12.0,2024,Pública,EE Maria André Schunck Dona,Cursando,Quartzo,5.9842289855000015,5.0,5.0,5.793478261000001,9.002,6.26,6.666666667,5.663333333,Fase 3 (7° e 8° ano),-1,,,5.0,5.0,,,,,3.0,,,,,3.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-600,2024,Aluno-600,2L,2L,Feminino,11.0,2021,Pública,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Ametista,7.847373913,10.0,7.5,8.010869565,8.002,7.51,7.5,7.22,Fase 2 (5° e 6° ano),0,,,8.0,7.0,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-663,2024,Aluno-663,2L,2L,Masculino,12.0,2022,Pública,EE Maria André Schunck Dona,Cursando,Ágata,6.696419461700001,5.0,6.5,7.0910973085,8.502,5.625,6.875,6.89,Fase 3 (7° e 8° ano),-1,,,6.0,7.0,,,,,3.0,,,,,3.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1490,2024,Aluno-1490,2L,2L,Feminino,12.0,2024,Privada,Rede Decisão - Unidade União,Cursando,Ametista,7.3725768116,5.0,7.75,9.5652173915,8.502,6.26,6.666666667,6.333333333,Fase 3 (7° e 8° ano),-1,,,8.0,7.5,,,,,3.0,,,,,3.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1491,2024,Aluno-1491,2L,2L,Masculino,12.0,2024,Pública,EE Maria André Schunck Dona,Cursando,Ametista,7.5072,10.0,6.5,6.25,9.002,7.51,7.5,7.78,Fase 2 (5° e 6° ano),0,,,6.0,7.0,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1066,2024,Aluno-1066,2L,2L,Feminino,11.0,2023,Pública,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Ametista,7.9326223603,10.0,7.25,8.3954451345,9.502,6.26,7.5,7.386666667,Fase 2 (5° e 6° ano),0,,,7.0,7.5,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-630,2024,Aluno-630,2L,2L,Masculino,11.0,2022,Pública,EE Maria André Schunck Dona,Cursando,Ágata,6.879985507300001,10.0,5.75,8.4782608695,0.0,7.51,7.5,7.666666667,Fase 2 (5° e 6° ano),0,,,6.0,5.5,,,,,3.0,,,,,2.0,,True,False,False,False,False,False,False,False,False,False,True,False,False,False
RA-1492,2024,Aluno-1492,2L,2L,Masculino,9.0,2024,Pública,EE Helio Luiz Dobrochinski Prof,Cursando,Topázio,8.479020512900002,10.0,8.0,8.8141025645,8.002,7.51,8.75,8.45,Fase 1 (3° e 4° ano),1,,,6.0,10.0,,,,,3.0,,,,,1.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-834,2024,Aluno-834,2L,2L,Masculino,11.0,2022,Pública,EE Maria André Schunck Dona,Cursando,Topázio,8.513646169700001,10.0,8.75,9.109730849,8.002,6.26,7.708333333,8.723333333,Fase 2 (5° e 6° ano),0,,,9.0,8.5,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-784,2024,Aluno-784,2M,2M,Feminino,11.0,2022,Privada - Programa de Apadrinhamento,Colégio Arco Íris Evolução,Cursando,Topázio,8.8857454545,10.0,8.75,9.7727272725,8.002,5.635,9.375,9.4,Fase 2 (5° e 6° ano),0,,,8.0,9.5,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1059,2024,Aluno-1059,2M,2M,Masculino,11.0,2023,Pública,EE Helio Luiz Dobrochinski Prof,Cursando,Topázio,8.678450000000002,10.0,7.5,10.0,8.002,6.26,9.0625,9.23,Fase 2 (5° e 6° ano),0,,,7.5,7.5,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-612,2024,Aluno-612,2M,2M,Feminino,12.0,2021,Privada - Programa de Apadrinhamento,Colégio Arco Íris Evolução,Cursando,Topázio,9.134040909100001,10.0,9.75,9.5454545455,8.002,6.26,9.6875,9.4,Fase 2 (5° e 6° ano),0,,,9.5,10.0,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False
RA-1060,2024,Aluno-1060,2M,2M,Masculino,12.0,2023,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Ágata,6.448416666600001,10.0,3.25,6.0,9.585,6.26,7.8125,6.163333333,Fase 2 (5° e 6° ano),0,,,3.5,3.0,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-761,2024,Aluno-761,2M,2M,Masculino,11.0,2022,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Topázio,8.174593939300001,10.0,7.25,8.8636363635,8.502,6.26,8.75,8.003333333,Fase 2 (5° e 6° ano),0,,,8.0,6.5,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1493,2024,Aluno-1493,2M,2M,Masculino,12.0,2024,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Ágata,6.378661323900001,5.0,4.0,7.8468899525,8.502,7.51,7.1875,5.946666667,Fase 3 (7° e 8° ano),-1,,,3.5,4.5,,,,,3.0,,,,,3.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-665,2024,Aluno-665,2M,2M,Feminino,12.0,2022,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Quartzo,5.698703030200001,5.0,4.75,5.068181818,8.334,5.63,7.5,5.443333333,Fase 3 (7° e 8° ano),-1,,,3.0,6.5,,,,,3.0,,,,,3.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1115,2024,Aluno-1115,2M,2M,Feminino,12.0,2023,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Ágata,6.570068686900001,10.0,6.25,4.2676767675,8.002,7.51,7.5,5.826666667,Fase 2 (5° e 6° ano),0,,,6.5,6.0,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1061,2024,Aluno-1061,2M,2M,Masculino,11.0,2023,Pública,EE Helio Luiz Dobrochinski Prof,Cursando,Topázio,8.76595,10.0,8.5,10.0,8.502,6.26,8.4375,8.73,Fase 2 (5° e 6° ano),0,,,7.0,10.0,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1494,2024,Aluno-1494,2M,2M,Feminino,11.0,2024,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Quartzo,5.8748823529,10.0,4.25,6.7794117645,0.0,7.51,7.5,5.84,Fase 2 (5° e 6° ano),0,,,8.5,0.0,,,,,3.0,,,,,2.0,,True,False,False,False,False,False,False,False,False,False,True,False,False,False
RA-1495,2024,Aluno-1495,2M,2M,Feminino,11.0,2021,Pública,EE Helio Luiz Dobrochinski Prof,Cursando,Topázio,8.4845030302,10.0,8.25,8.318181818,9.002,7.51,8.75,8.223333333,Fase 2 (5° e 6° ano),0,,,8.5,8.0,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-606,2024,Aluno-606,2M,2M,Masculino,11.0,2022,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Ágata,6.645260606100001,10.0,3.25,7.6136363634999995,8.502,6.885,8.125,5.606666667,Fase 2 (5° e 6° ano),0,,,3.5,3.0,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-594,2024,Aluno-594,2M,2M,Masculino,12.0,2022,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Ágata,6.890966666600001,10.0,7.0,5.75,6.918,6.26,8.125,6.053333333,Fase 2 (5° e 6° ano),0,,,6.5,7.5,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1496,2024,Aluno-1496,2M,2M,Feminino,12.0,2024,Pública,EE Maria André Schunck Dona,Cursando,Ágata,6.7799738095,10.0,4.25,5.714285714500001,9.002,7.51,7.8125,6.773333333,Fase 2 (5° e 6° ano),0,,,2.5,6.0,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1497,2024,Aluno-1497,2M,2M,Feminino,12.0,2024,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Quartzo,5.2423787879,10.0,2.0,5.0227272725,0.0,7.51,6.875,6.996666667,Fase 2 (5° e 6° ano),0,,,4.0,0.0,,,,,3.0,,,,,2.0,,True,False,False,False,False,False,False,False,False,False,True,False,False,False
RA-1498,2024,Aluno-1498,2M,2M,Feminino,13.0,2024,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Ametista,7.147881818200001,5.0,7.0,7.840909091,8.502,7.51,8.125,6.33,Fase 3 (7° e 8° ano),-1,,,5.0,9.0,,,,,3.0,,,,,3.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1499,2024,Aluno-1499,2N,2N,Feminino,12.0,2024,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Ametista,7.914800000000001,10.0,6.5,9.25,8.418,6.885,8.125,7.11,Fase 2 (5° e 6° ano),0,,,6.0,7.0,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-788,2024,Aluno-788,2N,2N,Masculino,10.0,2021,Privada - Programa de Apadrinhamento,Colégio Arco Íris Evolução,Cursando,Ametista,7.9221068268,10.0,5.75,9.519450801,8.418,6.26,8.4375,7.783333333,Fase 2 (5° e 6° ano),0,,,4.0,7.5,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1500,2024,Aluno-1500,2N,2N,Masculino,11.0,2024,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Ametista,7.360450000100002,10.0,3.5,8.3333333335,9.502,6.885,8.4375,7.556666667,Fase 2 (5° e 6° ano),0,,,2.0,5.0,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-777,2024,Aluno-777,2N,2N,Feminino,10.0,2022,Pública,EE Helio Luiz Dobrochinski Prof,Cursando,Ametista,7.563515408100001,10.0,4.5,8.7757437075,8.002,7.51,8.125,7.723333333,Fase 2 (5° e 6° ano),0,,,3.5,5.5,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1063,2024,Aluno-1063,2N,2N,Masculino,12.0,2023,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Ametista,7.279250000000001,5.0,7.75,9.75,5.25,7.51,7.8125,6.11,Fase 3 (7° e 8° ano),-1,,,9.0,6.5,,,,,3.0,,,,,3.0,,False,False,False,False,False,False,False,False,False,False,True,False,False,False
RA-664,2024,Aluno-664,2N,2N,Feminino,12.0,2022,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Ametista,7.5017244089,10.0,5.75,6.7734553775,9.002,7.51,8.125,7.666666667,Fase 2 (5° e 6° ano),0,,,3.0,8.5,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1501,2024,Aluno-1501,2N,2N,Feminino,11.0,2024,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Topázio,8.04495,10.0,5.0,10.0,9.502,7.51,8.4375,7.5,Fase 2 (5° e 6° ano),0,,,4.5,5.5,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-764,2024,Aluno-764,2N,2N,Masculino,10.0,2022,Privada,Colégio Franciscano Santa Clara,Cursando,Ametista,7.838370289900001,10.0,6.0,7.8804347825,8.002,7.51,8.4375,8.336666667,Fase 2 (5° e 6° ano),0,,,3.0,9.0,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1064,2024,Aluno-1064,2N,2N,Masculino,11.0,2023,Pública,EE Helio Luiz Dobrochinski Prof,Cursando,Topázio,8.9802350877,10.0,8.5,9.7368421055,9.502,7.51,8.75,8.783333333,Fase 2 (5° e 6° ano),0,,,8.0,9.0,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1065,2024,Aluno-1065,2N,2N,Feminino,11.0,2023,Pública,EE Helio Luiz Dobrochinski Prof,Cursando,Topázio,8.8634934783,10.0,9.25,8.8152173915,9.502,6.26,9.0625,8.84,Fase 2 (5° e 6° ano),0,,,9.0,9.5,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1502,2024,Aluno-1502,2N,2N,Feminino,12.0,2024,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Ágata,6.886091025600001,5.0,5.25,7.628205128,8.002,7.51,7.8125,7.39,Fase 3 (7° e 8° ano),-1,,,3.5,7.0,,,,,3.0,,,,,3.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-781,2024,Aluno-781,2N,2N,Feminino,11.0,2021,Pública,EE Helio Luiz Dobrochinski Prof,Cursando,Topázio,8.496283333400001,10.0,7.25,9.75,8.002,7.51,8.4375,8.506666667,Fase 2 (5° e 6° ano),0,,,5.0,9.5,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-608,2024,Aluno-608,2N,2N,Masculino,11.0,2022,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Quartzo,5.778986231800001,10.0,4.25,3.054347826,9.002,6.885,7.1875,5.053333333,Fase 2 (5° e 6° ano),0,,,5.0,3.5,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-796,2024,Aluno-796,2P,2P,Feminino,12.0,2022,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Ametista,7.052457703200001,5.0,5.25,8.2212885155,8.502,7.51,7.916666667,7.326666667,Fase 3 (7° e 8° ano),-1,,,3.0,7.5,,,,,3.0,,,,,3.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-797,2024,Aluno-797,2P,2P,Masculino,12.0,2021,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Ágata,6.597315151500001,5.0,7.25,4.840909091,9.168,7.51,6.666666667,6.723333333,Fase 3 (7° e 8° ano),-1,,,8.0,6.5,,,,,3.0,,,,,3.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-636,2024,Aluno-636,2P,2P,Masculino,12.0,2022,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Ágata,6.3802279106,10.0,5.25,4.9043062200000005,8.002,7.51,6.875,5.553333333,Fase 2 (5° e 6° ano),0,,,4.0,6.5,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1140,2024,Aluno-1140,2P,2P,Feminino,12.0,2023,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Ametista,7.3473880383,10.0,7.0,6.112440191499999,6.834,7.51,8.125,7.39,Fase 2 (5° e 6° ano),0,,,4.5,9.5,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1503,2024,Aluno-1503,2P,2P,Feminino,13.0,2024,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Ágata,6.991699999900001,5.0,2.75,10.0,7.502,7.51,8.958333333,7.723333333,Fase 3 (7° e 8° ano),-1,,,3.0,2.5,,,,,3.0,,,,,3.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-814,2024,Aluno-814,2P,2P,Masculino,11.0,2022,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Ametista,7.971648484800001,10.0,7.5,9.090909091,7.418,7.51,7.5,7.053333333,Fase 2 (5° e 6° ano),0,,,8.0,7.0,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-637,2024,Aluno-637,2P,2P,Feminino,12.0,2021,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Ametista,7.6853212122,10.0,7.75,6.2272727275,7.502,7.51,8.333333333,7.776666667,Fase 2 (5° e 6° ano),0,,,6.5,9.0,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-652,2024,Aluno-652,2P,2P,Feminino,11.0,2022,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Ametista,7.361896969700001,10.0,5.5,6.931818182000001,8.002,7.51,7.916666667,7.663333333,Fase 2 (5° e 6° ano),0,,,4.5,6.5,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-816,2024,Aluno-816,2P,2P,Feminino,11.0,2022,Privada - Programa de Apadrinhamento,Colégio Arco Íris Evolução,Cursando,Topázio,8.929745454599999,10.0,9.25,9.7727272725,7.002,7.51,9.166666667,8.786666667,Fase 2 (5° e 6° ano),0,,,8.5,10.0,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1504,2024,Aluno-1504,2P,2P,Feminino,12.0,2024,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Ágata,6.057060605999999,5.0,6.75,4.6136363634999995,7.5,5.63,5.833333333,6.94,Fase 3 (7° e 8° ano),-1,,,5.0,8.5,,,,,3.0,,,,,3.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-638,2024,Aluno-638,2P,2P,Feminino,11.0,2021,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Ágata,6.7464878789,10.0,5.0,5.7272727275,8.502,7.51,8.125,5.936666667,Fase 2 (5° e 6° ano),0,,,4.0,6.0,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1505,2024,Aluno-1505,2P,2P,Masculino,13.0,2024,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Ágata,6.7199171717,5.0,3.75,7.5252525255,9.502,7.51,8.75,6.943333333,Fase 3 (7° e 8° ano),-1,,,3.0,4.5,,,,,3.0,,,,,3.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-643,2024,Aluno-643,2P,2P,Masculino,12.0,2022,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Ágata,6.402239075100001,5.0,4.5,6.8660287085,9.002,7.51,8.125,5.826666667,Fase 3 (7° e 8° ano),-1,,,3.0,6.0,,,,,3.0,,,,,3.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-645,2024,Aluno-645,2P,2P,Feminino,12.0,2022,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Ametista,7.502239394,10.0,5.25,8.3863636365,7.418,7.51,7.708333333,7.556666667,Fase 2 (5° e 6° ano),0,,,3.0,7.5,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1068,2024,Aluno-1068,2R,2R,Masculino,11.0,2023,Pública,EE Maria André Schunck Dona,Cursando,Topázio,9.0150030303,10.0,9.5,9.068181818,9.502,7.51,8.541666667,8.73,Fase 2 (5° e 6° ano),0,,,9.0,10.0,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-798,2024,Aluno-798,2R,2R,Masculino,12.0,2022,Pública,EE Maria André Schunck Dona,Cursando,Quartzo,4.6743653679,5.0,4.75,3.5064935065,6.834,7.51,5.0,2.943333333,Fase 3 (7° e 8° ano),-1,,,4.0,5.5,,,,,3.0,,,,,3.0,,False,False,False,False,False,False,True,False,False,False,False,False,True,True
RA-799,2024,Aluno-799,2R,2R,Feminino,11.0,2022,Pública,EE Maria André Schunck Dona,Cursando,Ametista,7.702648484900001,10.0,5.25,9.090909091,7.918,7.51,7.916666667,7.5,Fase 2 (5° e 6° ano),0,,,5.0,5.5,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1506,2024,Aluno-1506,2R,2R,Feminino,11.0,2024,Pública,EE Helio Luiz Dobrochinski Prof,Cursando,Ametista,7.151855844200001,10.0,3.5,8.3874458875,8.002,7.51,6.458333333,7.886666667,Fase 2 (5° e 6° ano),0,,,0.0,7.0,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-802,2024,Aluno-802,2R,2R,Masculino,11.0,2021,Pública,EE Maria André Schunck Dona,Cursando,Ametista,7.8317974024999994,10.0,8.75,7.012987013,7.502,7.51,8.333333333,6.723333333,Fase 2 (5° e 6° ano),0,,,9.0,8.5,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1507,2024,Aluno-1507,2R,2R,Masculino,12.0,2024,Pública,EE Maria André Schunck Dona,Cursando,Quartzo,5.046077056300001,5.0,5.0,4.448051948,6.918,7.51,4.583333333,3.776666667,Fase 3 (7° e 8° ano),-1,,,5.0,5.0,,,,,3.0,,,,,3.0,,False,False,False,False,False,False,False,False,False,False,False,False,True,True
RA-1071,2024,Aluno-1071,2R,2R,Masculino,12.0,2023,Pública,EE Maria André Schunck Dona,Cursando,Quartzo,4.8048623378,5.0,4.5,4.188311688500001,8.002,7.51,4.166666667,2.996666667,Fase 3 (7° e 8° ano),-1,,,4.0,5.0,,,,,3.0,,,,,3.0,,False,False,False,False,False,False,False,False,False,False,False,False,True,True
RA-1508,2024,Aluno-1508,2R,2R,Feminino,10.0,2024,Pública,EE Helio Luiz Dobrochinski Prof,Cursando,Topázio,8.1804207793,10.0,9.25,7.2294372295,7.502,7.51,7.5,8.166666667,Fase 2 (5° e 6° ano),0,,,10.0,8.5,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1509,2024,Aluno-1509,2R,2R,Masculino,11.0,2024,Pública,EE Maria André Schunck Dona,Cursando,Ametista,7.560230303200001,10.0,7.5,6.5151515155,8.502,7.51,6.666666667,7.446666667,Fase 2 (5° e 6° ano),0,,,7.0,8.0,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1510,2024,Aluno-1510,2R,2R,Feminino,11.0,2024,Pública,EE Maria André Schunck Dona,Cursando,Topázio,9.464745454400001,10.0,10.0,9.7727272725,10.002,7.51,9.583333333,9.003333333,Fase 2 (5° e 6° ano),0,,,10.0,10.0,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,True,False
RA-785,2024,Aluno-785,2U,2U,Feminino,11.0,2022,Pública,EE Helio Luiz Dobrochinski Prof,Cursando,Topázio,9.1548666666,10.0,9.0,10.0,9.502,7.51,8.75,8.893333333,Fase 2 (5° e 6° ano),0,,,8.0,10.0,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1511,2024,Aluno-1511,2U,2U,Feminino,11.0,2024,Pública,EE Helio Luiz Dobrochinski Prof,Cursando,Topázio,8.9217077641,10.0,8.75,9.3271221535,10.002,7.51,8.4375,8.556666667,Fase 2 (5° e 6° ano),0,,,8.0,9.5,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-752,2024,Aluno-752,2U,2U,Feminino,12.0,2022,Pública,EE Donizetti Aparecido Leite Professor,Cursando,Ágata,6.57279265,5.0,5.75,7.525879916999999,9.502,7.51,5.9375,5.613333333,Fase 3 (7° e 8° ano),-1,,,7.0,4.5,,,,,3.0,,,,,3.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-790,2024,Aluno-790,2U,2U,Masculino,13.0,2022,Pública,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Ágata,6.8089355072,5.0,6.75,6.811594203,7.502,7.51,7.1875,6.883333333,Fase 3 (7° e 8° ano),-1,,,4.0,9.5,,,,,3.0,,,,,3.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-590,2024,Aluno-590,2U,2U,Feminino,12.0,2021,Privada,Colégio Nogueira e Sonho de Criança,Cursando,Ágata,6.712378053800001,5.0,4.0,8.457556936,8.002,6.26,7.5,7.723333333,Fase 3 (7° e 8° ano),-1,,,8.0,0.0,,,,,3.0,,,,,3.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RA-1512,2024,Aluno-1512,2U,2U,Feminino,10.0,2024,Pública,EE Helio Luiz Dobrochinski Prof,Cursando,Topázio,8.10445,10.0,5.5,10.0,9.502,7.51,7.8125,7.61,Fase 2 (5° e 6° ano),0,,,7.0,4.0,,,,,3.0,,,,,2.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
