RA,NOME,GENERO,ANO_INGRESSO,CF_2022,CG_2022,CT_2022,DEFASAGEM_2022,DEFASAGEM_2023,DEFASAGEM_2024,DESTAQUE_IDA_2022,DESTAQUE_IEG_2022,DESTAQUE_IPV_2022,ESCOLA_2024,FASE_2022,FASE_2023,FASE_2024,FASE_IDEAL_2022,FASE_IDEAL_2023,FASE_IDEAL_2024,IAA_2022,IAA_2023,IAA_2024,IAN_2022,IAN_2023,IAN_2024,IDA_2022,IDA_2023,IDA_2024,IDADE_2022,IDADE_2023,IDADE_2024,IEG_2022,IEG_2023,IEG_2024,INDE_2022,INDE_2023,INDE_2024,INDICADO_BOLSA_2022,INSTITUICAO_ENSINO_2022,INSTITUICAO_ENSINO_2023,INSTITUICAO_ENSINO_2024,IPP_2023,IPP_2024,IPS_2022,IPS_2023,IPS_2024,IPV_2022,IPV_2023,IPV_2024,NOTA_ING_2022,NOTA_ING_2023,NOTA_ING_2024,NOTA_MAT_2022,NOTA_MAT_2023,NOTA_MAT_2024,NOTA_PORT_2022,NOTA_PORT_2023,NOTA_PORT_2024,PEDRA_2022,PEDRA_2023,PEDRA_2024,PONTO_VIRADA_2022,QTDE_AVAL_2022,QTDE_AVAL_2023,QTDE_AVAL_2024,REC_PSICO_2022,STATUS_ATIVO_2024,TURMA_2022,TURMA_2023,TURMA_2024
RA-784,Aluno-784,Masculino,2022,14.0,54.0,1.0,-1.0,,,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0,,,Fase 1 (4º ano),,,9.5,,,5.0,,,8.2,,,9.0,,,10.0,,,8.34,,,False,Escola Pública,,,,,7.5,,,9.25,,,,,,7.8,,,8.5,,,Topázio,,,True,2.0,,,Não atendido,,O,,
RA-785,Aluno-785,Feminino,2022,72.0,256.0,4.0,-1.0,-1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EE Helio Luiz Dobrochinski Prof,0,FASE 1,2U,Fase 1 (4º ano),Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),9.0,9.0,9.502,5.0,5.0,10.0,8.4,8.8,9.0,9.0,10.0,11.0,8.6,8.5,10.0,7.642,8.137866667,9.1548666666,False,Escola Pública,Pública,Pública,7.916666667,8.75,7.5,7.52,7.51,7.667,8.67,8.893333333,,,,8.8,8.2,8.0,8.0,9.4,10.0,Ametista,Topázio,Topázio,False,2.0,3.0,3.0,Não atendido,Cursando,O,1L,2U
RA-786,Aluno-786,Masculino,2019,137.0,485.0,11.0,-2.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,0,,,Fase 2 (5º e 6º ano),,,9.0,,,5.0,,,6.1,,,11.0,,,9.5,,,7.004,,,False,Escola Pública,,,,,5.6,,,7.167,,,,,,6.3,,,5.8,,,Ágata,,,False,2.0,,,Não indicado,,O,,
RA-787,Aluno-787,Masculino,2022,127.0,426.0,9.0,0.0,-1.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,EE Helio Luiz Dobrochinski Prof,0,ALFA,ALFA,ALFA  (2º e 3º ano),Fase 1 (3° e 4° ano),Fase 1 (3° e 4° ano),8.5,9.0,9.002,10.0,5.0,5.0,3.4,5.9,7.25,8.0,,10.0,9.5,9.8,9.75,7.205,7.5227,7.73495,False,Escola Pública,Pública,Pública,5.625,7.1875,7.5,7.52,7.51,7.25,8.34,7.325,,,,4.2,6.0,10.0,2.7,5.8,4.5,Ametista,Ametista,Ametista,False,2.0,2.0,2.0,Não atendido,Cursando,O,ALFA O - G2/G3,ALFA O - G2/G3
RA-788,Aluno-788,Masculino,2021,17.0,68.0,2.0,0.0,0.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,Colégio Arco Íris Evolução,0,FASE 1,2N,ALFA  (2º e 3º ano),Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano),10.0,7.9,8.418,10.0,10.0,10.0,8.0,6.9,5.75,8.0,,10.0,9.3,9.8,9.519450801,8.264,7.806091667,7.9221068268,False,Rede Decisão,Pública,Privada - Programa de Apadrinhamento,7.65625,8.4375,5.6,2.52,6.26,8.667,8.283333333,7.783333333,,,,7.8,6.0,4.0,8.2,7.8,7.5,Topázio,Ametista,Ametista,True,2.0,3.0,3.0,Requer avaliação,Cursando,O,1K,2N
RA-789,Aluno-789,Feminino,2022,108.0,359.0,7.0,0.0,0.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,EE Helio Luiz Dobrochinski Prof,0,ALFA,1L,ALFA  (2º e 3º ano),ALFA (1° e 2° ano),Fase 1 (3° e 4° ano),9.0,0.0,9.002,10.0,10.0,10.0,4.2,7.9,5.25,7.0,8.0,9.0,9.4,9.5,9.047619048,7.405,7.974,8.0443904763,False,Escola Pública,Pública,Pública,7.5,9.166666667,7.5,7.52,7.51,7.417,10.01,8.085,,,,3.7,8.5,5.5,4.7,7.2,5.0,Ametista,Ametista,Topázio,False,2.0,2.0,2.0,Não atendido,Cursando,O,ALFA L - G2/G3,1L
RA-79,Aluno-79,Feminino,2018,31.0,541.0,3.0,-1.0,-1.0,,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,5,FASE 6,,Fase 6 (2º EM),Fase 7 (3° EM),,5.4,5.8,,5.0,5.0,,8.9,7.6,,16.0,,,6.3,6.2,,6.847,6.635883333,,False,Rede Decisão,Privada - Programa de Apadrinhamento,,7.8125,,5.6,5.0,,7.292,7.59,,9.5,9.0,,9.5,6.0,,7.7,7.7,,Ágata,Ágata,,False,4.0,4.0,,Requer avaliação,,F,6A,
RA-790,Aluno-790,Feminino,2022,89.0,307.0,6.0,-2.0,,,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,0,,,Fase 2 (5º e 6º ano),,,9.0,,,5.0,,,7.8,,,11.0,,,8.9,,,7.504,,,False,Escola Pública,,,,,7.5,,,7.417,,,,,,8.5,,,7.2,,,Ametista,,,False,2.0,,,Não atendido,,O,,
RA-790,Aluno-790,Masculino,2022,,,,,-2.0,-1.0,,,,EM Cecilia Cristina de Oliveira Rodrigues,,FASE 1,2U,,Fase 3 (7° e 8° ano),Fase 3 (7° e 8° ano),,0.0,7.502,,5.0,5.0,,7.4,6.75,,,13.0,,8.1,6.811594203,,6.707666667,6.8089355072,,,Pública,Pública,7.083333333,7.1875,,7.52,7.51,,8.286666667,6.883333333,,,,,7.2,4.0,,7.5,9.5,,Ágata,Ágata,,,3.0,3.0,,Cursando,,1L,2U
RA-791,Aluno-791,Feminino,2022,88.0,306.0,5.0,-2.0,-2.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0,FASE 1,,Fase 2 (5º e 6º ano),Fase 3 (7° e 8° ano),,9.5,0.0,,5.0,5.0,,6.5,5.3,,11.0,,,8.7,8.1,,7.507,6.247916667,,False,Escola Pública,Pública,,7.8125,,7.5,7.52,,8.5,7.723333333,,,,,6.3,6.0,,6.7,4.5,,Ametista,Ágata,,True,2.0,3.0,,Não atendido,,O,1K,
RA-792,Aluno-792,Feminino,2022,136.0,480.0,10.0,-1.0,-2.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,EE Donizetti Aparecido Leite Professor,0,ALFA,1N,Fase 1 (4º ano),Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),9.5,9.0,8.502,5.0,5.0,5.0,6.2,7.2,3.25,9.0,10.0,11.0,8.0,7.7,5.2865612650000005,7.025,7.6267,6.036012253,False,Escola Pública,Pública,Pública,6.875,8.125,7.5,7.52,7.51,7.167,9.085,7.075,,,,6.5,6.8,6.5,5.8,7.5,0.0,Ágata,Ametista,Ágata,False,2.0,2.0,2.0,Não atendido,Cursando,O,ALFA L - G2/G3,1N
RA-793,Aluno-793,Masculino,2022,151.0,527.0,12.0,-2.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,0,,,Fase 2 (5º e 6º ano),,,9.5,,,5.0,,,6.0,,,10.0,,,7.6,,,6.894,,,False,Escola Pública,,,,,7.5,,,7.333,,,,,,6.0,,,6.0,,,Ágata,,,False,2.0,,,Não atendido,,O,,
RA-794,Aluno-794,Feminino,2022,114.0,381.0,8.0,0.0,-1.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,EE Helio Luiz Dobrochinski Prof,0,ALFA,1K,ALFA  (2º e 3º ano),Fase 1 (3° e 4° ano),Fase 1 (3° e 4° ano),9.5,9.0,9.502,10.0,5.0,10.0,4.1,6.2,3.0,8.0,,10.0,8.9,9.2,6.9047619045,7.335,7.9842,7.145652380900001,False,Escola Pública,Pública,Pública,7.5,8.125,7.5,7.52,7.51,7.333,10.01,8.255,,,,3.7,5.2,6.0,4.5,7.2,0.0,Ametista,Ametista,Ametista,False,2.0,2.0,2.0,Não atendido,Cursando,O,ALFA L - G2/G3,1K
RA-795,Aluno-795,Feminino,2022,35.0,126.0,3.0,0.0,-1.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,EE Helio Luiz Dobrochinski Prof,0,ALFA,1L,ALFA  (2º e 3º ano),Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano),9.0,9.0,9.502,10.0,5.0,5.0,7.3,8.2,9.5,8.0,9.0,10.0,9.7,9.6,9.761904762,8.064,8.4642,8.441414285700002,False,Escola Pública,Pública,Pública,7.5,8.958333333,7.5,7.52,6.26,7.333,10.01,8.085,,,,8.0,8.7,10.0,6.5,7.7,9.0,Topázio,Topázio,Topázio,False,2.0,2.0,2.0,Não atendido,Cursando,O,ALFA L - G2/G3,1L
RA-796,Aluno-796,Feminino,2022,123.0,416.0,3.0,-2.0,-1.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EE Donizetti Aparecido Leite Professor,0,FASE 1,2P,Fase 2 (5º e 6º ano),Fase 2 (5° e 6° ano),Fase 3 (7° e 8° ano),9.5,9.0,8.502,5.0,5.0,5.0,5.4,5.5,5.25,10.0,11.0,12.0,9.3,9.8,8.2212885155,7.232,7.462866667,7.052457703200001,False,Escola Pública,Pública,Pública,7.083333333,7.916666667,7.5,6.27,7.51,7.667,8.336666667,7.326666667,,,,5.8,5.0,3.0,5.0,6.0,7.5,Ametista,Ametista,Ametista,False,2.0,3.0,3.0,Não atendido,Cursando,Q,1P,2P
RA-797,Aluno-797,Masculino,2021,126.0,421.0,4.0,-2.0,-1.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EE Donizetti Aparecido Leite Professor,0,FASE 1,2P,Fase 2 (5º e 6º ano),Fase 2 (5° e 6° ano),Fase 3 (7° e 8° ano),9.0,8.5,9.168,5.0,5.0,5.0,7.3,7.5,7.25,10.0,11.0,12.0,8.5,8.6,4.840909091,7.217,7.373033333,6.597315151500001,False,Escola Pública,Pública,Pública,6.041666667,6.666666667,7.5,7.52,7.51,7.5,7.233333333,6.723333333,,,,8.2,7.0,8.0,6.5,8.0,6.5,Ametista,Ametista,Ágata,False,2.0,3.0,3.0,Não atendido,Cursando,Q,1P,2P
RA-798,Aluno-798,Masculino,2022,135.0,472.0,5.0,-2.0,-1.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EE Maria André Schunck Dona,0,FASE 1,2R,Fase 2 (5º e 6º ano),Fase 2 (5° e 6° ano),Fase 3 (7° e 8° ano),8.0,9.0,6.834,5.0,5.0,5.0,6.3,6.1,4.75,10.0,,12.0,8.3,8.1,3.5064935065,7.049,7.018033333,4.6743653679,False,Escola Pública,Privada - Programa de Apadrinhamento,Pública,6.458333333,5.0,7.5,7.52,7.51,7.667,6.95,2.943333333,,,,7.0,4.3,4.0,5.7,7.8,5.5,Ametista,Ametista,Quartzo,False,2.0,3.0,3.0,Não atendido,Cursando,Q,1R,2R
RA-799,Aluno-799,Feminino,2022,65.0,244.0,2.0,-2.0,-1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EE Maria André Schunck Dona,0,FASE 1,2R,Fase 2 (5º e 6º ano),Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),8.0,9.5,7.918,5.0,5.0,10.0,7.8,8.3,5.25,10.0,,11.0,9.6,9.6,9.090909091,7.676,8.061533333,7.702648484900001,False,Escola Pública,Pública,Pública,8.333333333,7.916666667,7.5,5.64,7.51,7.917,8.17,7.5,,,,8.5,7.8,5.0,7.2,8.8,5.5,Ametista,Topázio,Ametista,False,2.0,3.0,3.0,Não atendido,Cursando,Q,1R,2R
RA-8,Aluno-8,Feminino,2018,21.0,836.0,13.0,-1.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,7,,,Fase 8 (Universitários),,,7.1,,,5.0,,,1.6,,,20.0,,,4.6,,,4.786,,,False,Escola Pública,,,,,6.3,,,6.278,,,2.9,,,1.2,,,0.7,,,Quartzo,,,False,4.0,,,Requer avaliação,,A,,
RA-80,Aluno-80,Feminino,2017,26.0,397.0,6.0,-1.0,-1.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,5,FASE 6,,Fase 6 (2º EM),Fase 7 (3° EM),,9.2,8.3,,5.0,5.0,,7.1,6.3,,16.0,,,8.3,8.4,,7.29,7.252275,,False,Rede Decisão,Privada - Programa de Apadrinhamento,,7.96875,,5.0,6.89,,7.625,7.465,,7.3,5.0,,6.5,8.2,,7.7,5.7,,Ametista,Ametista,,False,4.0,4.0,,Requer avaliação,,K,6L,
RA-80,Aluno-80,Feminino,2021,,,,,,0.0,,,,Colégio Arco Íris Evolução,,,7A,,,Fase 7 (3° EM),,,8.751,,,10.0,,,7.0,,,18.0,,,7.8961292116666675,,,8.131659175733333,,,,Privada - Programa de Apadrinhamento,,8.75,,,8.13,,,7.946666667,,,10.0,,,5.0,,,6.0,,,Topázio,,,,3.0,,Cursando,,,7A
RA-800,Aluno-800,Masculino,2022,157.0,551.0,8.0,0.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,0,,,ALFA  (2º e 3º ano),,,8.0,,,10.0,,,6.1,,,8.0,,,5.4,,,6.818,,,False,Escola Pública,,,,,7.5,,,7.5,,,,,,6.3,,,5.8,,,Ágata,,,False,2.0,,,Não atendido,,Q,,
RA-801,Aluno-801,Masculino,2022,167.0,611.0,9.0,-1.0,0.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,EE Luiz Schunck,0,FASE 1,1R,Fase 1 (4º ano),Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano),7.0,0.0,9.002,5.0,10.0,5.0,6.8,7.6,8.0,9.0,,10.0,6.6,7.5,5.75,6.644,6.8735,6.6752,False,Escola Pública,Pública,Pública,6.875,6.25,7.5,7.52,7.51,7.5,7.12,5.745,,,,7.2,6.8,7.0,6.3,8.3,9.0,Ágata,Ágata,Ágata,False,2.0,3.0,4.0,Não atendido,Cursando,Q,1R,1R
RA-802,Aluno-802,Masculino,2021,51.0,193.0,1.0,-1.0,-1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EE Maria André Schunck Dona,0,FASE 1,2R,Fase 1 (4º ano),Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),9.0,8.0,7.502,5.0,5.0,10.0,8.3,9.4,8.75,9.0,10.0,11.0,9.0,9.3,7.012987013,7.831,8.126866667,7.8317974024999994,False,Escola Pública,Pública,Pública,8.333333333,8.333333333,7.5,7.52,7.51,8.333,7.506666667,6.723333333,,,,9.0,9.3,9.0,7.5,9.5,8.5,Ametista,Topázio,Ametista,False,2.0,3.0,3.0,Não atendido,Cursando,Q,1R,2R
RA-803,Aluno-803,Feminino,2022,141.0,494.0,6.0,-2.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,0,,,Fase 2 (5º e 6º ano),,,10.0,,,5.0,,,6.3,,,10.0,,,7.2,,,6.98,,,False,Escola Pública,,,,,7.5,,,7.417,,,,,,6.5,,,6.0,,,Ágata,,,False,2.0,,,Sem limitações,,Q,,
RA-804,Aluno-804,Masculino,2022,153.0,540.0,7.0,-2.0,-1.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0,FASE 1,,Fase 2 (5º e 6º ano),Fase 2 (5° e 6° ano),,10.0,10.0,,5.0,5.0,,4.8,6.9,,10.0,11.0,,8.4,8.6,,6.848,7.2352,,False,Escola Pública,Pública,,5.833333333,,6.3,6.27,,7.667,7.173333333,,,,,5.5,6.2,,4.0,7.5,,Ágata,Ametista,,False,2.0,3.0,,Não atendido,,Q,1R,
RA-805,Aluno-805,Masculino,2021,16.0,65.0,2.0,0.0,-1.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,EE Luiz Schunck,0,ALFA,1R,ALFA  (2º e 3º ano),Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano),9.5,0.0,8.502,10.0,5.0,5.0,8.8,6.8,6.0,8.0,9.0,10.0,9.0,9.1,9.523809524,8.279,6.492,6.9375869048,False,Escola Pública,Pública,Pública,6.25,7.03125,7.5,7.52,4.38,7.333,7.175,6.7075,,,,8.7,6.8,7.0,8.9,6.8,5.0,Topázio,Ágata,Ágata,False,2.0,2.0,4.0,Sem limitações,Cursando,R,ALFA Q - G2/G3,1R
RA-806,Aluno-806,Masculino,2022,82.0,290.0,5.0,0.0,-1.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EE Luiz Schunck,0,ALFA,1R,ALFA  (2º e 3º ano),Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano),9.5,8.5,8.502,10.0,5.0,5.0,6.6,7.8,6.75,8.0,9.0,10.0,7.3,8.3,6.9047619045,7.561,7.2937,6.972777380900001,False,Escola Pública,Pública,Pública,6.875,7.65625,7.5,6.27,7.51,7.917,7.095,6.875,,,,5.0,7.8,6.5,8.2,7.7,7.0,Ametista,Ametista,Ágata,False,2.0,2.0,4.0,Sem limitações,Cursando,R,ALFA Q - G2/G3,1R
RA-807,Aluno-807,Masculino,2022,31.0,109.0,3.0,0.0,-1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EE Luiz Schunck,0,ALFA,1R,ALFA  (2º e 3º ano),Fase 1 (3° e 4° ano),Fase 1 (3° e 4° ano),9.5,9.5,9.002,10.0,5.0,10.0,9.0,8.0,7.0,8.0,9.0,10.0,8.7,9.1,7.8571428569999995,8.121,7.8632,7.797628571400001,False,Escola Pública,Pública,Pública,6.25,7.5,6.3,7.52,7.51,7.5,8.08,7.125,,,,9.5,8.3,6.0,8.6,7.7,8.0,Topázio,Ametista,Ametista,False,2.0,2.0,4.0,Sem limitações,Cursando,R,ALFA Q - G2/G3,1R
RA-808,Aluno-808,Masculino,2022,12.0,51.0,1.0,0.0,-1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EE Luiz Schunck,0,ALFA,1R,ALFA  (2º e 3º ano),Fase 1 (3° e 4° ano),Fase 1 (3° e 4° ano),10.0,10.0,9.002,10.0,5.0,10.0,9.3,8.7,8.75,8.0,9.0,10.0,9.1,10.0,10.0,8.361,8.1932,8.7897,False,Escola Pública,Pública,Pública,7.5,8.125,6.3,2.52,7.51,8.0,9.755,7.88,,,,9.7,8.7,7.5,8.8,8.7,10.0,Topázio,Topázio,Topázio,False,2.0,2.0,4.0,Sem limitações,Cursando,R,ALFA S - G2/G3,1R
RA-809,Aluno-809,Masculino,2022,120.0,410.0,7.0,0.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,0,,,ALFA  (2º e 3º ano),,,10.0,,,10.0,,,6.3,,,7.0,,,6.6,,,7.259,,,False,Escola Pública,,,,,6.3,,,7.417,,,,,,5.5,,,7.1,,,Ametista,,,False,2.0,,,Sem limitações,,R,,
RA-81,Aluno-81,Feminino,2017,14.0,247.0,2.0,1.0,0.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,5,FASE 5,,Fase 4 (9º ano),Fase 5 (1° EM),,9.2,9.6,,10.0,10.0,,6.0,6.3,,14.0,15.0,,9.2,8.8,,7.675,7.45425,,False,Rede Decisão,Privada - Programa de Apadrinhamento,,7.8125,,5.0,2.52,,7.458,7.2125,,7.3,5.5,,5.5,8.7,,5.2,4.7,,Ametista,Ametista,,False,4.0,4.0,,Requer avaliação,,K,5L,
RA-81,Aluno-81,Feminino,2021,,,,,,0.0,,,,Colégio Arco Íris Evolução,,,6L,,,Fase 6 (2° EM),,,9.168,,,10.0,,,7.5,,,16.0,,,9.333333333333334,,,8.256566666666668,,,,Privada - Programa de Apadrinhamento,,7.875,,,6.26,,,7.798,,,7.0,,,9.0,,,6.5,,,Topázio,,,,5.0,,Cursando,,,6L
RA-810,Aluno-810,Masculino,2021,47.0,175.0,4.0,0.0,0.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,EE Helio Luiz Dobrochinski Prof,0,FASE 1,1P,ALFA  (2º e 3º ano),Fase 1 (3° e 4° ano),Fase 2 (5° e 6° ano),8.5,8.0,7.502,10.0,10.0,5.0,9.6,6.9,9.0,8.0,9.0,10.0,9.1,8.5,9.4736842105,7.887,7.782866667,7.704770175400001,False,Escola Pública,Pública,Pública,5.833333333,6.458333333,5.0,7.52,5.635,7.25,7.836666667,7.7525,,,,9.7,6.3,8.0,9.5,7.5,10.0,Ametista,Ametista,Ametista,False,2.0,3.0,4.0,Não indicado,Cursando,R,1P,1P
RA-811,Aluno-811,Feminino,2021,170.0,635.0,8.0,-1.0,,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0,,,Fase 1 (4º ano),,,8.9,,,5.0,,,7.3,,,9.0,,,5.7,,,6.575,,,False,Escola Pública,,,,,5.6,,,7.667,,,,,,8.9,,,5.7,,,Ágata,,,False,2.0,,,Sem limitações,,R,,
RA-812,Aluno-812,Masculino,2022,90.0,313.0,6.0,0.0,0.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,0,ALFA,,ALFA  (2º e 3º ano),ALFA (1° e 2° ano),,9.0,9.5,,10.0,10.0,,7.4,5.8,,8.0,8.0,,8.1,9.1,,7.497,8.0357,,False,Escola Pública,Pública,,6.875,,5.6,7.52,,7.333,8.33,,,,,8.3,6.3,,6.6,5.3,,Ametista,Topázio,,False,2.0,2.0,,Sem limitações,,R,ALFA Q - G2/G3,
RA-813,Aluno-813,Masculino,2022,134.0,459.0,6.0,0.0,0.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,0,FASE 1,,ALFA  (2º e 3º ano),Fase 1 (3° e 4° ano),,9.5,9.5,,10.0,10.0,,6.0,3.9,,8.0,,,6.5,8.4,,7.093,7.5867,,False,Escola Pública,Pública,,8.125,,6.9,7.52,,7.417,8.06,,,,,6.7,2.3,,5.3,5.5,,Ametista,Ametista,,False,2.0,3.0,,Sem limitações,,S,1R,
RA-814,Aluno-814,Masculino,2022,77.0,275.0,4.0,-1.0,-1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,EE Donizetti Aparecido Leite Professor,0,FASE 1,2P,Fase 1 (4º ano),Fase 2 (5° e 6° ano),Fase 2 (5° e 6° ano),8.9,9.5,7.418,5.0,5.0,10.0,7.5,8.2,7.5,9.0,10.0,11.0,9.0,9.6,9.090909091,7.592,8.367866667,7.971648484800001,False,Escola Pública,Pública,Pública,8.333333333,7.5,6.9,6.89,7.51,8.417,9.226666667,7.053333333,,,,7.8,7.8,8.0,7.2,8.5,7.0,Ametista,Topázio,Ametista,True,2.0,3.0,3.0,Requer avaliação,Cursando,S,1P,2P
RA-815,Aluno-815,Masculino,2022,158.0,552.0,7.0,-1.0,-1.0,,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,0,FASE 1,,Fase 1 (4º ano),Fase 2 (5° e 6° ano),,10.0,0.0,,5.0,5.0,,6.5,6.5,,9.0,,,7.9,8.6,,6.81,6.122166667,,False,Escola Pública,Pública,,6.875,,5.6,5.02,,7.0,7.063333333,,,,,7.7,7.0,,5.3,6.0,,Ágata,Ágata,,False,2.0,3.0,,Requer avaliação,,S,1R,
